experiment_id,experiment_type,model_alpha,model_beta,model_alpha_short,model_beta_short,model_order,rho,theta,n_issues,consensus,final_round,exploitation,alpha_util,beta_util,social_welfare,util_ratio,token_budget,model_pair,adversary_model,adversary_short,adversary_elo
1128,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.0,0.75,5,True,10,True,0.24880649420093034,0.3108499889338073,0.5596564831347376,0.8004069585278688,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1129,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.0,0.75,5,True,10,True,0.2059428192844928,0.3041801771120098,0.5101229963965026,0.6770422097842932,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1130,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.0,0.75,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1131,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.0,0.75,5,True,8,True,0.4038452720058866,0.39150371306188847,0.7953489850677751,1.0315234786599512,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1132,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.0,0.75,5,True,10,True,0.33706101717666276,0.2458588222358729,0.5829198394125357,1.3709535175975582,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1133,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.0,0.75,5,True,10,True,0.3331558330693389,0.29965633168272976,0.6328121647520686,1.111793070409998,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1134,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.0,1.0,5,True,6,True,0.4209333759673622,0.4975587610324246,0.9184921369997867,0.845997315159186,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1135,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.0,1.0,5,True,2,True,0.7137077726578541,0.7221868692923221,1.4358946419501764,0.9882591376345893,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1136,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.0,1.0,5,True,1,True,0.8430455917599913,0.9299214868184043,1.7729670785783955,0.9065771720625075,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1137,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.0,1.0,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1138,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.0,1.0,5,True,7,True,0.45140229435792,0.4087405617800092,0.8601428561379292,1.1043736212332946,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1139,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.0,1.0,5,True,1,True,0.8846143962686616,0.7942266867196002,1.6788410829882618,1.1138059335709183,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1140,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.0,5,True,7,True,0.41711870013481855,0.5026888557757515,0.9198075559105701,0.8297751090803859,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1141,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.0,5,True,2,True,0.5565660385123279,0.8334935140249414,1.3900595525372692,0.6677508932549092,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1142,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.0,5,True,2,True,0.6538008953347759,0.7788135173872458,1.4326144127220217,0.8394832405171129,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1143,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.0,5,True,4,True,0.6587400721225943,0.40701803715405105,1.0657581092766453,1.618454250157149,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1144,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.0,5,True,7,True,0.47251243373510377,0.38416189927318517,0.8566743330082889,1.2299825532648432,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1145,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.0,5,True,1,False,0.755769934418153,0.8647739994598317,1.6205439338779848,0.8739508066734586,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1146,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.25,5,True,1,False,0.8613179506424001,0.8842692948407688,1.745587245483169,0.9740448477265045,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1147,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.25,5,True,10,True,0.17200771536979764,0.34499830491603767,0.5170060202858353,0.49857553767303064,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1148,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.25,5,True,8,True,0.43022089465286184,0.4016966152847984,0.8319175099376602,1.0710095088748508,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1149,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.25,5,True,2,True,0.791932255119913,0.8576317758578186,1.6495640309777317,0.9233942554516573,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1150,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.25,5,True,1,True,0.7902404795769163,0.7748101348622491,1.5650506144391656,1.0199150011343237,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1151,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.25,5,True,1,False,0.8105289560957186,0.7249302815537246,1.5354592376494431,1.118078492125522,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1152,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.5,5,True,1,False,0.9681522118787753,0.8071948762947185,1.7753470881734938,1.1994033167342466,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1153,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.5,5,True,1,True,0.8862022985708424,0.8111400806499234,1.6973423792207658,1.0925391553340278,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1154,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.5,5,True,1,False,0.7542655592600844,0.8757153151195183,1.6299808743796027,0.8613136555195928,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1155,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.5,5,True,3,True,0.6571560140370154,0.7023297318012016,1.359485745838217,0.9356801859315663,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1156,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.7994151675746509,0.8482791542810236,1.6476943218556745,0.9423963367957705,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1157,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.5,5,True,1,True,0.9223907410417403,0.7558738839580763,1.6782646249998168,1.2202971429727287,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1158,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.75,5,True,1,True,0.9812956939980604,0.9095965507796837,1.890892244777744,1.078825214494182,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1159,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.75,5,True,2,True,0.6074470047799395,0.5965483624131572,1.2039953671930967,1.018269503452654,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1160,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,0.75,5,False,10,True,0.0,0.0,0.0,inf,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1161,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.75,5,True,3,True,0.6835297567642036,0.6298773717220442,1.3134071284862476,1.0851790958857233,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1162,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.75,5,True,1,True,0.970840439368498,0.9597942116519959,1.930634651020494,1.0115089542970772,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1163,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,0.75,5,True,7,True,0.46159715437527343,0.41497533710859635,0.8765724914838697,1.1123484050679293,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1164,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,1.0,5,True,2,True,0.8348685757339934,0.7042278614730576,1.539096437207051,1.1855091532272952,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1165,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,1.0,5,True,2,True,0.747752459764302,0.7587975529328211,1.5065500126971232,0.9854439525722918,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1166,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,0.5,1.0,5,True,3,True,0.7687256947093956,0.6960053831993827,1.464731077908778,1.1044823980753335,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1167,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,1.0,5,True,4,True,0.6447781079522868,0.6064364379541343,1.251214545906421,1.0632245485239995,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1168,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,1.0,5,True,4,True,0.6209054969835026,0.6065193761721946,1.2274248731556971,1.0237191446415121,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1169,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,0.5,1.0,5,True,4,True,0.5312813297627822,0.6840081551136437,1.215289484876426,0.7767178297377363,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1170,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.0,5,True,1,True,0.977862924853294,0.9915900638922222,1.969452988745516,0.9861564374848151,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1171,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.0,5,True,1,False,0.9922954236113872,0.9745511533967992,1.9668465770081864,1.0182076334861851,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1172,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.0,5,True,2,True,0.8421228763310259,0.8432836342198985,1.6854065105509244,0.9986235261283751,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1173,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.0,5,True,1,False,0.9407049090570918,0.9821417155853086,1.9228466246424003,0.9578097479511677,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1174,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.0,5,True,1,False,0.9833138980189994,0.9398948292368736,1.923208727255873,1.0461956672507486,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1175,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.0,5,True,1,False,0.9475890478752691,0.9691267030823053,1.9167157509575743,0.977776223543799,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1176,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.25,5,True,1,True,0.958835803501374,0.9661691493412057,1.9250049528425797,0.9924098737319113,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1177,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.25,5,True,1,True,0.9775974754501904,0.9547101202764386,1.9323075957266291,1.0239730937042173,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1178,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.25,5,True,2,True,0.7931958214826461,0.7952799866279844,1.5884758081106305,0.9973793315808497,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1179,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9518990052281348,0.8933807525788467,1.8452797578069815,1.0655020297676756,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1180,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.25,5,True,2,True,0.8381546028771335,0.8270143425554518,1.6651689454325853,1.0134704560107852,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1181,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.25,5,True,1,True,0.9795240797667946,0.9856609102103441,1.9651849899771388,0.9937738928469427,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1182,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.5,5,True,1,False,0.9607391023353994,0.9800016880817719,1.9407407904171712,0.9803443341163253,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1183,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.5,5,True,1,True,0.9165278215390618,0.9507025909415001,1.8672304124805619,0.9640531437191158,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1184,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.5,5,True,1,True,0.9728784061614156,0.956335456499594,1.9292138626610096,1.0172982707578078,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1185,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.5,5,True,2,True,0.8841633934217522,0.8791532322891499,1.763316625710902,1.0056988485608553,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1186,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.5,5,True,1,True,0.9616036506506926,0.9691864097213119,1.9307900603720045,0.9921761603396816,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1187,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.5,5,True,1,False,0.8738214423704618,0.7956540271207719,1.6694754694912337,1.098242970669744,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1188,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.75,5,True,1,False,0.9726207661291324,0.9801447766926841,1.9527655428218165,0.9923235722492548,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1189,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.75,5,True,1,True,0.9561575251314642,0.9770375719386597,1.933195097070124,0.9786292283870263,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1190,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,0.75,5,True,2,True,0.8791905631046961,0.8861788412337471,1.7653694043384434,0.992114144680636,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1191,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.75,5,True,2,True,0.7430605706375633,0.7404014902520881,1.4834620608896514,1.0035914033405982,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1192,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.75,5,True,3,True,0.6745357059456843,0.7010799531996388,1.375615659145323,0.9621380598135635,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1193,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,0.75,5,True,1,True,0.9677396420021315,0.965685105331934,1.9334247473340653,1.0021275430871344,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1194,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,1.0,5,True,1,True,0.967377376095214,0.9673773790749585,1.9347547551701725,0.9999999969197704,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1195,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,1.0,5,True,1,False,0.9543739970103922,0.9543739969721811,1.908747993982573,1.000000000040038,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1196,model_scale,gpt-5-nano,claude-sonnet-4-5,GPT-5-nano,Sonnet 4.5,weak_first,1.0,1.0,5,True,1,True,0.97715743298292,0.9771574322073724,1.9543148651902924,1.0000000007936773,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1197,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,1.0,5,True,1,True,0.9717984775645897,0.97179847734601,1.9435969549105998,1.000000000224923,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1198,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,1.0,5,True,1,False,0.8903705150631148,0.8903705166120325,1.7807410316751473,0.9999999982603673,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1199,model_scale,claude-sonnet-4-5,gpt-5-nano,Sonnet 4.5,GPT-5-nano,strong_first,1.0,1.0,5,True,1,False,0.961220137604448,0.9612201394774125,1.9224402770818605,0.9999999980514719,,GPT-5-nano vs Sonnet 4.5,claude-sonnet-4-5,Sonnet 4.5,1450
1200,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.0,5,True,10,True,0.3796508936559722,0.10669532703671857,0.4863462206926908,3.558271052726776,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1201,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.0,5,True,6,True,0.4169513753955511,0.5499290645371978,0.9668804399327489,0.7581911964344777,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1202,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.0,5,True,10,True,0.3860963469273083,0.1910953918258794,0.5771917387531877,2.020437767955745,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1203,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.0,5,True,10,True,0.36648956753439527,0.23601573482544336,0.6025053023598386,1.5528183652901364,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1204,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.0,5,True,8,True,0.44196050740193105,0.36993339727811547,0.8118939046800465,1.1947029131561908,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1205,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.0,5,True,9,True,0.3857686629882576,0.42186359127039963,0.8076322542586573,0.9144393376696819,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1206,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.25,5,True,10,True,0.3828217725564292,0.3722941876494404,0.7551159602058696,1.0282775967399786,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1207,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.25,5,True,10,True,0.36625013833771314,0.2158615606918588,0.5821116990295719,1.6966899394400896,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1208,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.25,5,True,10,True,0.3774643013019783,0.1642494525212681,0.5417137538232464,2.298116039401116,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1209,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.25,5,True,10,True,0.3713958129906486,0.17717529553430936,0.5485711085249579,2.096205409849192,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1210,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.25,5,True,10,True,0.27293230250349915,0.20749361780205,0.48042592030554915,1.3153768554167193,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1211,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.25,5,True,9,True,0.35667339762861255,0.08359090826398106,0.44026430589259363,4.2668922378763225,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1212,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.5,5,True,1,False,0.18740949740102758,0.8933212979587407,1.0807307953597682,0.20978957719833,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1213,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.5,5,True,10,True,0.37824886565780086,0.22194286995229032,0.6001917356100912,1.704262298397379,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1214,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.5,5,True,3,True,0.3209370491846374,0.76024734621604,1.0811843954006775,0.422148200558712,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1215,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.5,5,True,10,True,0.20361908868453585,0.36846726174994954,0.5720863504344854,0.5526110724667759,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1216,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.5,5,True,10,True,0.37208737536676967,0.1614462883628108,0.5335336637295804,2.304713097712069,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1217,model_scale,gemini-3-pro,gpt-5-nano,Gemini 3 Pro,GPT-5-nano,strong_first,-1.0,0.5,5,True,10,True,0.3253311630186916,0.3759611723818536,0.7012923354005451,0.8653318132763494,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1218,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.75,5,True,10,True,0.37270975960200114,0.18198412210745543,0.5546938817094565,2.048034494910104,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
1219,model_scale,gpt-5-nano,gemini-3-pro,GPT-5-nano,Gemini 3 Pro,weak_first,-1.0,0.75,5,True,7,True,0.5183875725789555,0.3086838915684956,0.8270714641474511,1.679347665162915,,GPT-5-nano vs Gemini 3 Pro,gemini-3-pro,Gemini 3 Pro,1490
